brand,model,color,aid,title
,"WSE15052","Blue","AID2PE2L5001","Maclaren Techno XLR Stroller, Medieval Blue"
"Cosco","US090AIM1","Cereal","AID9XHB74001","Cosco Umbrella Stroller with Canopy, Cereal"
"Disney",,"Go Green","AID0OE2L5001","Baby Bundle Collection, Baby Gear Bundle Collection, Travel System, Play Yard, High Chair, Musical Swing or Bouncer (Go Green)"
"Bugaboo","180133NV01","Blue","AIDUOE2L5001","Bugaboo Donkey Classic Duo Extension Set"
"Mountain Buggy","UJPR-V3-73","Black With White","AID4IG2L5001","Mountain Buggy Urban Jungle Luxury Collection Stroller, Pepita"
"Bugaboo","Cam3","Black","AID6IJ574001","Bugaboo Cameleon3 Aluminum Stroller Base - Black"
"Department Store",,"Purple","AID1X5X74001","Department Store Strollers Lightweight Folding Baby Stroller Can Sit Can Lie Can On The Airplane Travel System Children Pram for Newborn Compact Travel Baby Carriage (Color : Purple)"
"Baby Jogger",,,"AID4AHZ62001","Baby Jogger City Select Essentials"
"Mamas & Papas","1037F08W1","Camel","AIDPC3I45001","Mamas & Papas 2014 Urbo2 Stroller - Camel"
"Carter's","C219H38","Footed Navy Polar Bear","AIDW08074001","Carter's Baby Girls Bundle Up Cozy Pram with Ears, Footed Navy Polar Bear, 3/6 Months"
"Austlen",,,"AIDG8K2L5001","Austlen Baby Co. Entourage Front Car Seat Adapter, Compatible with Britax"
,,"Black/Grey","AID8P3I45001","Baby Zen YoYo 0+ and 6+ Black/Grey"
"Evezo","2012-BLUE",,"AID1B3I45001","Evezo Lightweight Stroller Sander, Blue"
"My Babiie","US51BC","Blue","AID7WJJ12001","Blue Chevron Baby Stroller by My Babiie - Lightweight Infant Travel Stroller - Portable and Compact Umbrella Stroller - Stylish Silver Frame - Large Storage Basket - from Birth - Toddlers 33lbs"
"Scott","081157684","Gray","AID8NK2L5001","Maclaren Major Elite Push Chair, Developed Especially for Special Needs Children, Charcoal Gray Color"
"Aegilmc",,"Purple","AIDTVJ374001","Aegilmc Infant Toddler Baby Umbrella Stroller Carriage Bassinet, Lightweight Luxury Convertible Foldable Travel-Friendly Compact Pram Single Stroller Tray,Purple"
"Chicco",,"Black","AID704I45001","Chicco BravoFor2 2-Passenger Quick Fold Stroller -Replacement Front Wheel Black"
"OCYE",,"C","AIDBCJ2L5001","OCYE Lightweight Stroller with 5-Point Safety System and Multi-Position Reclining seat, Extended Awning, Simple one-Hand Folding, Large Storage Basket Folding Stroller"
"DishyKooker",,"Black","AIDKQVS72001","DishyKooker General Summer Baby Stroller Anti-UV Awning Umbrella Sunshade for Kids Black"
"Bugaboo","800100AW02","Red","AIDLFFLA1001","Bugaboo Donkey Tailored Fabric Set - Andy Warhol Flowers (Discontinued by Manufacturer)"
"LQRYJDZ",,"Brown","AIDC56G74001","LQRYJDZ 3 in 1 Foldable Umbrella Stroller Newborn Baby Pushchair Travel System with Baby Basket Anti-Shock Springs Adjustable High View Pram Infant Carriage Pram (Color : Brown)"
"Kinfant","RYT0138-3","Blue","AIDC7B774001","Compact Fold Lightweight Stroller for Travel or Everyday Use,Easy 1 Hand Fold, Canopy Sun Shade"
"Nutrak","TYN009","Standard","AIDP2HD32001","Nutrak Unisex's TYN009 Bike Parts, Standard, 10"
"phil&teds","TS35_V1_9999_200_USA","Vibe/verve","AID7OB2L5001","phil&teds Car Seat Adapter for Graco Click Connect and Chicco Keyfit to Vibe and Verve Strollers, Main Seat Placement"
"Bugaboo","230111WH02","Off White","AIDI63I45001","Bugaboo Cameleon³ Tailored Fabric Set, Off White"
"Baby Joy",,"Pink","AIDAJVS72001","BABY JOY Convertible Baby Stroller, 2 in 1 Carriage Bassinet to Stroller, Pushchair with Foot Cover, Cup Holder, Large Storage Space, Wheels Suspension, 5-Point Harness (Pink)"
"babysing",,"blue","AIDTF2I45001","Babysing Compact Fold Lightweight Travel Stroller, Extended Canopy, Reclining Seat, Airplane Friendly, One-Hand Fold,Blue,5.5KG"
"Wonder buggy","WB201SRD","Solid Red","AIDKAC2L5001","Wonder Buggy Parker Umbrella Stroller with Canopy, Solid Red, Large"
"Micro","SNP01BL","Blue","AIDBHZA12001","Micro Scoot N Pull: Blue"
"Baby Trend","ST85499","Cascade","AIDKOS2A1001","Baby Trend Debut 3 Wheel Stroller, Cascade"
"Graco","1914288","Pierce","AIDGLVS72001","Graco Fast Action Fold Duo Click Connect Stroller, Pierce"
"Baby Trend","TS35014","Archway","AIDQNXV81001","Baby Trend Encore Lite Travel System, Archway"
"Bugaboo",,"Red Fabric Set and Sun Canopy","AIDION274001","Bugaboo 2015 Donkey Twin Stroller Complete Set in Aluminum and Black"
"Muv","MS990107","Satin Black/Cabernet","AIDRCC2L5001","Muv Baby Trend Gaan Stroller, Satin Black/Cabernet"
"HONEY JOY",,"Black","AID8AC2L5001","HONEY JOY Baby Stroller, Lightweight Travel Stroller with Multi-Position Recline, Large Storage Basket, Cup Holder, Compact Jogging Stroller for Infant and Toddler (Black)"
"KUBALA",,"Grey","AIDK8VS72001","KUBABA Lightweight Umbrella Baby Stroller Toddler Single Stroller Travel-Friendly Easy Fold Compact Travel Stroller (Grey)"
"Combi","401232","Red","AIDWLVS72001","Combi Ultra Lightweight F2 Umbrella Stroller | 7.9 Lbs Best in Class Weight | Reclining Back & Shock-Absorbing Frame | One-Touch Harness w/Full Mesh Seating | Easy Lock Wheels & XL Canopy | Red"
"Bugaboo","181117BM01","Blue Melange","AIDEW0U04001","Bugaboo Donkey2 Base Fabrics, Blue Melange"
"J.L. Childress","1162","Yellow/Grey","AIDYNVS72001","J.L. Childress Wet Bag, Yellow/Grey, 2 Count"
"Bumbleride",,"Matte Black","AIDEFVS72001","Bumbleride Speed Jogging Stroller (Matte Black, SP-350BK)"
"Maclaren","WSE11042","Blue","AIDQAC2L5001","Maclaren Globetrotter Stroller, Medieval Blue/Festival Fuchsia"
"Vera Bradley","12763","Flutterby","AIDDGPM74001","Vera Bradley Baby Bottle Caddy (Flutterby)"
"Maxi-Cosi","CV254INT","Intense Red","AIDVL9A74001","Maxi-Cosi Kaia Stroller, Intense Red"
"guzzie+Guss","GG-CONNEC+4 Sand","Sand","AIDB32I74001","guzzie+Guss Connec+4 System, Sand"
"Baby Jogger",,"Red","AIDTGG574001","Baby Jogger 2014 City Select Stroller WITH Second Seat (Red)"
"Jané","131SINUUSR13","Blue","AIDWJN2L5001","Jané Nanuq Lightweight Stroller - Aqua"
"Eddie Bauer",,"Red","AIDLR3I45001","Eddie Bauer Portage Stroller -Red"
"TXTC",,"Khaki","AIDIGV174001","3 in 1 Travel System Baby Stroller,5-Point Harness and High Storage Basket, Pram Stroller,Pushchair for Babies and Newborns (Color : Khaki)"
"Baby Trend","TS25618","Hello Kitty Flower Dance","AIDX4L2L5001","Baby Trend Encore Travel System, Hello Kitty Flower Dance"
"Baby Jogger","1959593","green","AIDUJ3I45001","Baby Jogger 2016 Summit X3 Double - Green/Gray with Double Rain Canopy"
